name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Malaysia,2025-02-07,32.1,25,27.4,36.7,25,28.8,23.5,80.4,19.449,100,4.17,rain,0,0,14.4,12.3,209.2,1009.3,36.8,9.4,178.3,15.4,9,30,2025-02-07T07:27:24,2025-02-07T19:27:27,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2025-02-08,34,24.9,28.4,38.6,24.9,30.3,22.7,73.3,13.084,100,4.17,rain,0,0,9.4,15.3,40.6,1009.4,37.7,9.2,253.2,21.8,10,10,2025-02-08T07:27:22,2025-02-08T19:27:34,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2025-02-09,32.9,25.1,28.2,35.1,25.1,29.9,21.5,68.2,0,0,0,,0,0,18.7,12.9,75.3,1009.9,37.6,10.1,267.6,23.2,10,10,2025-02-09T07:27:20,2025-02-09T19:27:40,0.38,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2025-02-10,34,24.9,28.5,37.1,24.9,30.9,22.3,70.7,0.177,100,4.17,rain,0,0,10.4,11.5,30.6,1010.3,36.3,10.1,196,17,9,10,2025-02-10T07:27:17,2025-02-10T19:27:46,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2025-02-11,34,25.1,28.6,37.9,25.1,31.4,22.7,71.5,0,0,0,rain,0,0,10.1,18.3,338.5,1010.7,36.3,10,155.5,13.4,9,30,2025-02-11T07:27:13,2025-02-11T19:27:50,0.45,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2025-02-12,34,25.7,29.2,38.8,25.7,32.4,23.1,71.1,2.3,100,33.33,rain,0,0,7.9,13.9,223.2,1010.9,26.7,10,227.3,19.7,9,30,2025-02-12T07:27:08,2025-02-12T19:27:54,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"48647099999,48650099999,WMSA,WMKK"
Malaysia,2025-02-13,34,25.8,29.6,40.1,25.8,33,23.3,70.4,3.7,100,37.5,rain,0,0,9.7,15.5,235.1,1010.4,25.2,9.8,215.8,18.6,9,60,2025-02-13T07:27:03,2025-02-13T19:27:57,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"WMSA,WMKK"
Malaysia,2025-02-14,30.3,22,26.2,33.9,22,28,22.9,82.7,13.6,100,70.83,rain,0,0,8.3,7.2,338.2,1010.5,66.3,16.7,232.5,20.1,10,60,2025-02-14T07:26:56,2025-02-14T19:28:00,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,"WMSA,WMKK"
Malaysia,2025-02-15,30.7,22.1,25.2,34,22.1,26.2,22.1,84.3,21.7,96.8,66.67,rain,0,0,8.3,6.1,357.3,1009.9,63.6,19.1,257.7,22.3,8,60,2025-02-15T07:26:49,2025-02-15T19:28:02,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
Malaysia,2025-02-16,28.5,22.6,25.1,32.2,22.6,26.2,22.6,86.9,16.4,96.8,83.33,rain,0,0,11.5,7.2,66.9,1010.2,81.6,17.3,290.7,25.1,10,60,2025-02-16T07:26:41,2025-02-16T19:28:03,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
Malaysia,2025-02-17,29.4,21.6,24.6,31.3,21.6,25.3,21.1,82.1,3.5,87.1,45.83,rain,0,0,9.4,9.4,188.4,1011.4,96.8,23.4,198.8,17.2,9,30,2025-02-17T07:26:32,2025-02-17T19:28:03,0.65,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
Malaysia,2025-02-18,29.9,21.7,24.7,32.8,21.7,25.4,21.8,84.6,11.3,83.9,50,rain,0,0,7.2,5.4,61.2,1011,66.9,18.5,205.5,17.8,9,60,2025-02-18T07:26:23,2025-02-18T19:28:03,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with storms possible.,rain,
Malaysia,2025-02-19,30.7,21.9,24.7,32.7,21.9,25.4,21.5,83.7,9.4,83.9,29.17,rain,0,0,6.8,8.3,90.4,1011.3,92.6,18.7,206.3,18.2,9,30,2025-02-19T07:26:13,2025-02-19T19:28:02,0.71,"Rain, Overcast",Cloudy skies throughout the day with storms possible.,rain,
